,video_name,transcript,Comment (на документ),start,end,glosses,speaker,is_train
2729,RSLN-b1-s63-seg8,"Иосиф был из дома Давида, поэтому  они с Марией отправились из Назарета в Вифлеем, город Давида в Иудее.",,53.753,68.58,появиться из дом дом д-а-в-и-д это вместе вместе м-а-р-и-я послать CLF:человек:двигаться Христос Христос CLF:человк:двигаться Вифлеем город город д-а-в-и-д-а в Иудея название,s63,True
2730,RSLN-b1-s63-seg9,Спустя время родился ребенок.,,69.9,73.086,через случиться родиться сын= ребенок,s63,True
2731,RSLN-b1-s63-seg10,"Но когда они добрались до Вифлеема, город был переполнен, каждый двор был полон людей и мест не было.",,73.755,84.533,когда до Вифлеем город ? переполненный переполненный толпа толпа INDX каждый д-в-о-р толпа толпа окружать место отсутствовать дефицит,s63,True
2732,RSLN-b1-s63-seg11,"Хозяин [дома] посмотрел [на Марию], пожалел и поселил в конюшне.",,85.56,92.963,наблюдать жалеть PRTCL предоставить дом^лошадь к-о-н-ю-ш-н-я предоставить,s63,True
2733,RSLN-b1-s63-seg12,"И там, в конюшне, родился сын бога.",,94.615,98.453,INDX лошадь^дом быть:PAST родиться сын бог,s63,True
2734,RSLN-b1-s63-seg13,Пастухи в ночном поле сторожили стада.,,101.101,107.285,ночь поле п-о-л-е следить окружать с-т-а-д-а следить,s63,True
2735,RSLN-b1-s63-seg14,"Вдруг появился ангел и сказал: ""Я сообщаю вам радость, ныне родился спаситель, он и есть Христос.",,108.481,120.333,появиться ангел сказать я сообщить радостный сейчас родиться спасать INDX быть:PRES Христос,s63,True
2736,RSLN-b1-s63-seg15,"Вы найдете его в пеленах, лежащего в яслях, в конюшне.",,120.374,127.077,найти найти где пеленать лежать я-с-л-и дом^лошадь,s63,True
2737,RSLN-b1-s63-seg16,"И вдруг явилось многочисленное небесное воинство, взывающее:""Слава богу! В вышних и на земле - мир, в людях - благоволение.",,131.986,142.418,и случиться случиться появиться появиться CLF:множество воин CLF:множество:высоко.в.разных.местах петь слава бог CLF:множество:высоко.в.разных.местах и земля мир человек святой хотеть,s63,True
2738,RSLN-b1-s63-seg17,"Пастухи побежали в конюшню и нашли там Марию, Иосифа и младенца Иисуса.",,143.632,153.142,? бежать лошадь^дом найти что м-а-р-и-я вмест и-о-с-и-ф и ребенок и-и-с-у-с-а маленький,s63,True
2739,RSLN-b1-s63-seg18,"Они поклонились, вославляя бога за то, что видели.",,154.683,159.918,CLF:голова:наклониться славить петь бог INDX видеть закончить,s63,True
2740,RSLN-b1-s63-seg19,"Мудрецы далеко на Востоке увидели сверкающую звезду на небе, они предвидели, что явится мессия.",,160.571,170.704,мудрец давний в-о-с-т-о-к видеть звезда небо звезда сверкать INDX знать изучать INDX прийти м-е-с-с-и-я,s63,True
2741,RSLN-b1-s63-seg20,"Поэтому они обратились к царю Ироду: ""Разреши, мы хотим увидеть ребенка и поклониться ему.""'",,171.466,182.852,это обратиться обратиться царь руководить и-р-о-д-у INDX нужно нужно хотеть видеть CLF:голова:наклониться ребенок нужно свободный,s63,True
2742,RSLN-b1-s63-seg21,"Ирод спросил жрецов, и отправил [их] в Вифлеем искать [Иисуса]: Когда найдете его, сообщите мне,чтобы я мог прийти и тоже ему поклониться.",,182.999,198.302,? спрашивать ж-р-е-ц-ы искать INDX кто посылать потом Вифлеем Вифлеем сказать что когда найти просить просить сообщить:1PS что я такой.же такой.же я прийти видеть CLF:голова:наклониться,s63,True
2743,RSLN-b1-s63-seg22,"Мудрецы поехали на верблюдах в Вифлеем, и звезда, которую они видели, указывала им путь.",,202.42,213.21,послать уехать Вифлеем и звезда INDX видеть быть:PAST INDX вести POSS:3PS ехать.на.верблюде уехать звезда вести,s63,True
2744,RSLN-b1-s63-seg23,"Вдруг звезда остановилась над местом, где родился ребенок.",,214.843,219.038,остановиться остановитьсяся над место где быть:PAST родиться ребенок,s63,True
2745,RSLN-b1-s63-seg24,"Когда они зашли и увидели Иисуса вместе с Марией,то поклонились и в знак уважения подарили ему золото, ладан и масло мирры.",,219.583,234.866,о-н-и войти видеть что Христос вместе= м-а-р-и-я INDX CLF:олова:наклониться уважать:3PS золото л-а-д-а-н и масло м-и-р-р-ы,s63,True
2746,RSLN-b1-s63-seg25,"Во сне к мудрецам явился ангел и предостерег их,что лучше не возвращаться обратно,а уехать другой дорогой.",,239.017,251.525,заснуть сон с-о-н думать видеть ангел INDX предупредить лучше вернуться.обратно нельзя лучше уехать быть:FUT опасность,s63,True
2747,RSLN-b1-s63-seg26,"Также ангел [пришел] к Иосифу, тоже во сне, и сказал: Беги в Египет и будь там, пока не скажу возвращаться.",,253.805,266.342,ангел ангел сказать и-о-с-и-ф такой.же заснуть INDX стоять сбежать е-г-и-п-е-т Египет быть.FUT там там дом когда сказать ? там оставаться,s63,True
2748,RSLN-b1-s63-seg27,Поэтому мужчина и женщина проснулись и сбежали в Египет.,,267.557,272.859,это мужчина женщина проснуться уехать е-г-и-п-е-т сбежать,s63,True
2749,RSLN-b1-s63-seg28,"Царь Ирод переживал, что ребенок вырастет и займет его место, и приказал убить всех младенцев младше двух лет.",,273.611,289.059,INDX царь руководить руководить волноваться бояться пример ребенок INDX вырастать занять POSS:3PS3sg место приказать весь ребенок маленький мальчик ноль два время младший убить,s63,True
2750,RSLN-b1-s63-seg29,"По всему городу раздался [родительский] плач, из-за убийства детей.",,292.372,297.703,весь INDX что город город CLF:множество плакать это волноваться ребенок INDX зарезать убить убить,s63,True
2751,RSLN-b1-s63-seg30,"Иисус, Мария и Иосиф были в Египте и ждали когда Ирод умрет.",,299.301,310.433,INDX  и-и-с-у-с м-а-р-и-я и-о-с-и-ф без сидеть Египет CLF:человек:двигаться сидеть ждать когда и-р-о-д умереть закончить,s63,True
2752,RSLN-b1-s63-seg31,Ангел приказал вернуться из Египта обратно.,,311.027,316.852,приказать мочь вернуться.обратно вернуться.обратно мочь сбежать сбежать е-г-и-п-е-т Египет,s63,True
2753,RSLN-b1-s63-seg32,"Но Иосиф боялся нового царя Архелая, сына Ирода, поэтому уехал в Назарет, который был в Галилее.",,317.3,330.5,н-о и-о-с-и-ф волноваться новый царь руководить а-р-х-е-л-а-й сын POSS:3PS и-р-о-д руководить знать это INDX уехать Христос быть:PAST г-а-л-и-л-е-я место,s63,True
2754,RSLN-b1-s63-seg33,Там Иисус провел свое детство.,,330.687,333.568,Христос вести детство ,s63,True
2755,RSLN-b1-s63-seg34,Иисус исполнил [наречение] мудрецов и был наречен Назореем.,,334.561,339.151,выполнить мудрец INDX о-н называть н-а-з-о-р-е-й,s63,True
2756,RSLN-b1-s63-seg35,"Отец Иисуса работал плотником и учил сына [плотничеству], поэтому его называли сыном плотника.",,340.238,348.146,POSS:3PS3sg отец работать плотник плотник и учить такой.же сын и-и-с-у-с такой.же называть сын плотник,s63,True
2757,RSLN-b1-s63-seg36,Христос родился в день святого Рождества и все детство провел все детство ...,,349.329,354.403,? PRTCL PRTCL: Христос родиться святой день рождество и вести дети,s63,True
2758,RSLN-b1-s63-seg37,"Божья благодатьбыла во всем вокруг него, от лица до дел.",,355.116,362.278,благодать вокруг ? ? святой бог о-т лицо до делать весь,s63,True
2759,RSLN-b1-s63-seg38,Пока!,,363.02,363.566,пока,s63,True
2760,RSLN-b1-s64-seg1,"Бытие 6-9 ""Ноев Ковчег"".",,0.69,8.26,б-ы-т-и-е 6 тире 9 н название название н-о-е-в к-о-в-ч-е-г CLF:судно,s64,True
2761,RSLN-b1-s64-seg2,История о потопе.,,8.26,10.83,INDX история INDX что и вода CLF:плоский:подниматься,s64,True
2762,RSLN-b1-s64-seg3,"Люди начали строить город и человек отказался от божьего пути, стал эгоистичным и злым.",,11.225,19.875,начать строить:REP город и один человек только бог путь нужно:не стоять эгоистичный злой,s64,True
2763,RSLN-b1-s64-seg4,"Бог видел, что человек внутри очень зол, только Ной и его семья слышали слово божье.",,20.04,27.36,видеть человек внутри очень злой только н-о-й POSS:3PS семья семья слышать слово слово POSS:3PS бог,s64,True
2764,RSLN-b1-s64-seg5,"Ной был единственный человеком, следующим божьим правилам жизни.",,28.055,33.305,н-о-й быть:PAST единственный человек и бог правило жить следить:REP и,s64,True
2765,RSLN-b1-s64-seg6,"И Бог ошибся в том, что создал человека и сказал (Ною): ""Я уничтожу всю жизнь на Земле, она наполнена злобой.",,33.305,44.065,бог ошибаться:REP что человек создать и сказать:LOC INDX я Земля весь жить быть:FUT уничтожить INDX закончить злой наполненный,s64,True
2766,RSLN-b1-s64-seg7,"И сказал (Ною): ""Построй ковчег и возьми свою жену и сыновей с их женами тоже.",,44.07,55.66,и сказать:LOC INDX строить CLF:судно и забрать супруг и сын и сын плюс сын POSS:3PS супруг такой.же такой.же забрать и,s64,True
2767,RSLN-b1-s64-seg8,И возьми двух из каждых животных на ковчег.,,55.67,60.56,каждый:REP PRTCL забрать два животное и CLF:судно включать,s64,True
2768,RSLN-b1-s64-seg9,"Злые люди смотрели и насмехались над ним, и вдруг небо потемнело.",,60.77,68.22,INDX злой человек:PL видеть смеяться смеяться и случиться небо весь темный,s64,True
2769,RSLN-b1-s64-seg10,Врата рая открылись и начался дождь с грозой.,,68.79,73.9,р-а-й POSS:3PS закончить ворота.открываться ворота.открываться и начать дождь гроза сорок,s64,True
2770,RSLN-b1-s64-seg11,Сорок дней и сорок ночей шел дождь и все живое на земле было уничтожено.,,73.9,78.8,день день сорок ночь дождь.идти:REP жить земля закончить уничтожить,s64,True
2771,RSLN-b1-s64-seg12,"Только те, кто был на ковчеге, остались в живых.",,78.81,81.62,только CLF:судно остаться жить жить INDX,s64,True
2772,RSLN-b1-s64-seg13,Бог вспомнил о ковчеге Ноя и вызвал ветер.,,81.627,87.167,бог вспомнить INDX н-о-й и вызвать ветер,s64,True
2773,RSLN-b1-s64-seg14,Вода начала уменьшаться и дождь тоже начал прекращаться.,,87.39,91.61,начать CLF:плоский:опускаться дождь такой.же начать рассеиваться,s64,True
2774,RSLN-b1-s64-seg15,Вода уменьшалась сто с лишним дней.,,91.955,95.345,вода CLF:плоский:опускаться сто разный день и,s64,True
2775,RSLN-b1-s64-seg16,И только 17 числа 17 месяца ковчег приплыл к горе Арарат.,,95.345,103.605,и только семнадцать семнадцать месяц внутри семнадцать день CLF:судно:приплыть гора:PL название название а-р-а-р-а-т,s64,True
2776,RSLN-b1-s64-seg17,"Ной выпустил птицу, хотел узнать, уменьшилась ли вода, и вернувшаяся птица означала, что вода не уменьшилась до конца.",,104.127,112.887,н-о-й выпустить клюв^крыло хотеть узнать вода CLF:поверхность:уменьшаться быть:PRES отсутствовать и птица возвращаться понимать понимать вода CLF:поверхность:уменьшаться до конец отсутствовать,s64,True
2777,RSLN-b1-s64-seg18,"Потом, спустя 7 дней, Ной снова выпустил птицу.",,113.51,118.62,потом повторяющийся повторяющийся семь день миновать н-о-й новый= выпустить клюв^крыло,s64,True
2778,RSLN-b1-s64-seg19,"Ждал и птица вернулась с листком в клюве, значит - повторить.",,119.36,124.29,птица возвращаться клюв лист PRTCL повторяющийся,s64,True
2779,RSLN-b1-s64-seg20,Снова спустя 7 дней выпустил птицу и она не вернулась.,,124.625,130.3,день новый миновать и выпустить птица PRTCL возвращаться возвращаться не не закончить,s64,True
2780,RSLN-b1-s64-seg21,"И Бог сказал: ""Можно покидать ковчег""",,130.3,133.74,и бог сказать закончить мочь выйти CLF:судно,s64,True
2781,RSLN-n1-s1-seg1,Я тысячу раз собирал грибы.,,2.52,5.52,гриб собирать я пробовать много.раз,s1,False
2782,RSLN-n1-s1-seg2,Еще...,,8.61,9.87,еще,s1,False
2783,RSLN-n1-s1-seg3,Я тысячу раз списывал на экзамене.,,10.51,14.23,экзамен писать я списать копировать писать пробовать много.раз,s1,False
2784,RSLN-n1-s1-seg4,Еще...,,17.05,18.33,еще,s1,False
2785,RSLN-n1-s1-seg5,Дом...,,20.53,20.8,дом=,s1,False
2786,RSLN-n1-s1-seg6,"Я много раз строил дома, умею.",,22.16,26.66,дом строить я знать пробовать много.раз,s1,False
2787,RSLN-n1-s1-seg7,"О жесте ""много.раз"", его значение...",,29.55,32.43,о- много.раз много.раз много.раз смысл,s1,False
2788,RSLN-n1-s1-seg8,Я много раз это делал.,,32.43,36.27,много.раз INDX такой.же я пробовать много р-а-з,s1,False
2789,RSLN-n1-s1-seg9,"Я много раз посещал, мне много раз доводилось это делать.",,36.27,42.1,я много.раз я PRTCL посещать пробовать я делать пробовать быть:PAST давно много.раз,s1,False
2790,RSLN-n1-s1-seg10,"Смысл [жеста]: я имею опыт, знаю, как это делается.",,42.1,44.29,смысл такой.же я пробовать быть:PAST знать,s1,False
2791,RSLN-n1-s2-seg1,Вспомнил интересный фильм.,,1.99,3.56,вспомнить интересный кино кино-,s2,True
2792,RSLN-n1-s2-seg2,Отец там был молодой.,,6.09,8.46,отец быть:PAST молодой мужчина,s2,True
2793,RSLN-n1-s2-seg3,"На врача учился, потом в командировку отправили, на повышение квалификации.",,8.46,14.04,врач учиться потом командировка п-о-в-ы-ш-е-н-и-е профессия п-о-в-ы-ш-е-н-и-е отправить отправить:LOC INDX место=,s2,True
2794,RSLN-n1-s2-seg4,"Был на Кавказе, точно не знаю где, в горах.",,14.04,18.04,место= Кавказ место не.знать гора,s2,True
2795,RSLN-n1-s2-seg5,"Давно, СССР еще был.",,18.67,21.04,#с-с-с-р быть:PAST,s2,True
2796,RSLN-n1-s2-seg6,"Там работал, в маленьком... городе... в деревне маленькой.",,21.39,25.35,INDX делать маленький маленький город= деревня маленький,s2,True
2797,RSLN-n1-s2-seg7,"Там больница, в ней все лечат.",,25.36,27.2,внутри быть:PRES врач все.включено,s2,True
2798,RSLN-n1-s2-seg8,"Если что болит: живот, голова или рожать – все там, в больнице.",,27.5,33.17,что болеть живот что голова болеть родить вместе все.включено врач войти,s2,True
2799,RSLN-n1-s2-seg9,"Отовсюду с Кав..., не знаю откуда... с гор привозили туда рожать, там рожали.",,33.4,38.13,Кавказ= Кавказ= к- INDX не.знать гора болеть родить CLF:человек:нести:LOC родить родить,s2,True
2800,RSLN-n1-s2-seg10,"Ладно, немного работал там.",,38.33,40.47,PRTCL- PRTCL делать немного PRTCL INDX,s2,True
2801,RSLN-n1-s2-seg11,"У больницы помещение маленькое, палаты.",,41.41,43.03,комната маленький комната:Pl комната:Pl PRTCL,s2,True
2802,RSLN-n1-s2-seg12,Ну вот.,,43.04,43.99,PRTCL,s2,True
2803,RSLN-n1-s2-seg13,"Во дворе старая собака, большая.",,43.99,48.53,INDX место д-в-о-р один старый собака собака высокий,s2,True
2804,RSLN-n1-s2-seg14,"Кавказская овчарка – старая, но не злая, добрая.",,49.34,55.66,к-а-в-к-а-з-с-к-а-я о-в-ч-а-р-к-а старый н-о злой отсутствовать добрый,s2,True
2805,RSLN-n1-s2-seg15,"Всегда на солнце ляжет, спит, на улице лежит.",,56.0,60.84,всегда солнце лечь поверхность спать PRTCL улица лежать поверхность вечер,s2,True
2806,RSLN-n1-s2-seg16,"Вечером холодно – заходит внутрь, в больницу, на кровать ляжет и спит.",,60.84,67.35,вечер холодный войти.внутрь войти.внутрь врач войти.внутрь кровать кровать лечь спать,s2,True
2807,RSLN-n1-s2-seg17,"Там приемный покой, на кровать ляжет и спит.",,67.88,71.0,INDX п-р-и-е-м-н-ы-й-п-о-к-о-й INDX кровать INDX лечь кровать спать весь,s2,True
2808,RSLN-n1-s2-seg18,"Все: ""Ладно, – привыкли, – пусть.",,71.0,73.75,весь PRTCL привыкнуть PRTCL,s2,True
2809,RSLN-n1-s2-seg19,"Ну, добрая, ладно, пусть там [спит]"".",,74.28,75.76,PRTCL добрый PRTCL INDX,s2,True
2810,RSLN-n1-s2-seg20,Однажды...,,77.98,79.14,случиться,s2,True
2811,RSLN-n1-s2-seg21,"Вечером, люди бегут, везут женщину беременную ее кавказские [родственники].",,79.69,86.55,вечер CLF:множество:двигаться:LOC нести женщина беременный POSS Кавказ Кавказ-,s2,True
2812,RSLN-n1-s2-seg22,"Важные кавказцы, не министр, но шишка какая-то.",,86.96,91.11,шишка Кавказ шишка высокий министр нет чепуха н-о INDX шишка,s2,True
2813,RSLN-n1-s2-seg23,"Везут, заботятся о ней.",,91.11,93.9,INDX везти заботиться,s2,True
2814,RSLN-n1-s2-seg24,"Родные заботятся, женщина беременная, с большим животом.",,94.06,97.0,родной заботиться женщина беременный врач,s2,True
2815,RSLN-n1-s2-seg25,Врачи ее фамилию записывают.,,97.0,99.19,врач INDX фамилия писать фамилия,s2,True
2816,RSLN-n1-s2-seg26,"Фамилию, имя пишут, написали.",,99.19,100.68,фамилия имя имя писать писать написать беременный беременный,s2,True
2817,RSLN-n1-s2-seg27,Беременная: Все? Раздеться [где]?,,100.69,102.2,закончить раздеться раздеться,s2,True
2818,RSLN-n1-s2-seg28,"[Ей говорят:] Идите туда, раздевайтесь, там переоденьтесь, идите, ложитесь.",,102.21,104.66,IMP раздеться INDX изменить уйти лечь беременный,s2,True
2819,RSLN-n1-s2-seg29,Женщина открыла дверь.,,104.66,106.28,беременный открыть.дверь,s2,True
2820,RSLN-n1-s2-seg30,Все заходят.,,106.29,107.56,CLF:множество:двигаться:LOC INDX,s2,True
2821,RSLN-n1-s2-seg31,"А там собака спит, вскочила, испугалась.",,107.56,110.18,INDX собака собака спать встать испугаться,s2,True
2822,RSLN-n1-s2-seg32,Гавкнула: Гав!,,110.46,112.63,гавкнуть г-а-в,s2,True
2823,RSLN-n1-s2-seg33,"А темно, свет тусклый.",,112.87,114.59,темный темный свет.тусклый,s2,True
2824,RSLN-n1-s2-seg34,"Женщина закричала, испугалась.",,114.89,117.17,женщина кричать испугаться кричать кричать кричать быстро.делать,s2,True
2825,RSLN-n1-s2-seg35,"Все забегали: ""Быстрее, быстрее!"" – и она родила.",,117.19,119.55,быстро.делать полностью родить врач,s2,True
2826,RSLN-n1-s2-seg36,"Врачи: ""Быстрее, быстрее!"" – положили, и она родила.",,119.56,122.98,врач быстро быстро быстро бстро везти родить закончить,s2,True
2827,RSLN-n1-s2-seg37,"Мальчика, сына, родила. [Лежит], приходит в себя.",,122.98,125.81,мальчик сын родить дышать,s2,True
2828,RSLN-n1-s2-seg38,"Ладно, на следующее утро приходит муж – горец, кавказец, в высокой шапке. Сердитый идет.",,126.975,134.615,PRTCL завтра утро родной ? супруг Кавказ шапка.высокий идти,s2,True
2829,RSLN-n1-s2-seg39,"Пришел: ""Где собака? Я ее убью сейчас!",,134.64,138.05,г-д-е собака я сейчас убить,s2,True
2830,RSLN-n1-s2-seg40,Сейчас же убью!,,138.29,139.85,сейчас хотеть убить,s2,True
2831,RSLN-n1-s2-seg41,Где собака?,,139.85,140.79,г-д-е собака,s2,True
2832,RSLN-n1-s2-seg42,Напугала мою жену!,,141.45,142.73,испугаться испугаться мой супруг мой,s2,True
2833,RSLN-n1-s2-seg43,"Врачи все стоят, молчат.",,143.63,146.2,врач CLF:множество:оставаться.на.месте CLF:множество:оставаться.на.месте молчать,s2,True
2834,RSLN-n1-s2-seg44,Сейчас же ищите собаку! Убью!,,146.78,148.85,хотеть сейчас искать убить,s2,True
2835,RSLN-n1-s2-seg45,Обошел все.,,149.48,151.38,обойти,s2,True
2836,RSLN-n1-s2-seg46,"Нигде нет, испарилась собака.",,151.76,153.33,собака исчезнуть,s2,True
2837,RSLN-n1-s2-seg47,Обошел все.,,153.34,154.66,обойти,s2,True
2838,RSLN-n1-s2-seg48,"Ну смотрите, увижу – убью!",,154.86,156.95,вот.бы.дать я смотреть убить,s2,True
2839,RSLN-n1-s2-seg49,"Пошел гордо, вскочил на лошадь и ускакал.",,157.41,160.15,идти CLF:человек:ехать.верхом уйти,s2,True
2840,RSLN-n1-s2-seg50,"Ну плохо с головой, нервный.",,161.575,163.135,волноваться голова^плохой,s2,True
2841,RSLN-n1-s2-seg51,Ладно.,,163.145,163.81,PRTCL,s2,True
2842,RSLN-n1-s2-seg52,"На следующий день искали везде собаку, смотрели везде.",,165.12,167.88,завтра искать собака смотреть PRTCL,s2,True
2843,RSLN-n1-s2-seg53,"Куда же она делась, интересно?",,167.88,171.48,PRTCL интересный PRTCL,s2,True
2844,RSLN-n1-s2-seg54,Ну ладно.,,171.48,172.01,PRTCL,s2,True
2845,RSLN-n1-s2-seg55,"Через день врач думал, думал, что делать, и придумал.",,172.53,175.05,послезавтра врач думать придумать CLF:человек:идти,s2,True
2846,RSLN-n1-s2-seg56,"Пришел в палату, сел.",,175.05,177.95,CLF:человек:идти помещение сесть.в.кресло женщина,s2,True
2847,RSLN-n1-s2-seg57,"Там женщины, роженицы, лежат с младенцами.",,177.95,181.42,женщина рожать лежать держать.младенец,s2,True
2848,RSLN-n1-s2-seg58,"Трое, он с ними разговаривает.",,182.01,182.88,три общаться,s2,True
2849,RSLN-n1-s2-seg59,"[Спрашивает у одной:] Вот ты. Мучилась, маялась долго, пока рожала?",,182.88,187.94,INDX мучиться маяться рожать родить долго долго,s2,True
2850,RSLN-n1-s2-seg60,"[Женщина:] ""Ой мучилась, целый день мучилась, родила, слава богу"".",,187.95,193.91,PRTCL мучиться утро^вечер мучиться мучиться родить родить слава.богу слава.богу я маяться INDX,s2,True
2851,RSLN-n1-s2-seg61,"[Врач:] ""М-да...",,193.92,194.29,,s2,True
2852,RSLN-n1-s2-seg62,"Трудно, знаю, какие это мучения"".",,195.27,196.92,трудный знать мучиться,s2,True
2853,RSLN-n1-s2-seg63,[Другую женщину стпрашивает:] А ты?,,197.77,198.12,INDX,s2,True
2854,RSLN-n1-s2-seg64,"[Та:] ""Четыре часа схватки были, мучилась.",,199.18,203.06,час:четыре мучиться схватки мучиться схватки схватки,s2,True
2855,RSLN-n1-s2-seg65,"Не получалось, [потом] смогла"".",,203.09,204.74,я не.мочь найти,s2,True
2856,RSLN-n1-s2-seg66,"[Врач:] ""Ой, ладно, понимаю.",,204.85,205.5,PRTCL,s2,True
2857,RSLN-n1-s2-seg67,"Сложно рожать, что поделаешь"".",,206.79,207.98,сложный родить PRTCL PRTCL PRTCL,s2,True
2858,RSLN-n1-s2-seg68,"[Третьей говорит:] ""А ты?",,208.17,208.89,INDX,s2,True
2859,RSLN-n1-s2-seg69,Ты счастливица.,,209.26,210.64,INDX счастливый,s2,True
2860,RSLN-n1-s2-seg70,"Ты быстро родила, за пять минут"".",,210.96,213.24,минута:пять родить быстрый,s2,True
2861,RSLN-n1-s2-seg71,"Женщина: ""Да"".",,213.25,214.05,женщина да,s2,True
2862,RSLN-n1-s2-seg72,"[Врач:] ""Вот, [все] мучаются, а ты не мучилась"".",,215.21,217.04,PRTCL мучиться INDX мучиться отсутствовать,s2,True
2863,RSLN-n1-s2-seg73,"Женщина: ""Да"".",,217.11,217.66,да,s2,True
2864,RSLN-n1-s2-seg74,"[Врач:] ""Вот видишь.",,217.88,218.63,PRTCL,s2,True
2865,RSLN-n1-s2-seg75,Ты должна спасибо сказать этой собаке.,,218.71,220.78,должен спасибо собака собака INDX о-н,s2,True
2866,RSLN-n1-s2-seg76,Она тебе помогла быстро родить.,,220.78,222.42,о-н помочь:1PS быстрый родить должен должен,s2,True
2867,RSLN-n1-s2-seg77,Должна благодарить ее.,,222.42,223.69,спасибо Вы,s2,True
2868,RSLN-n1-s2-seg78,"Все мучаются, вот, ну ладно"".",,223.85,226.02,мучиться PRTCL мучиться мучиться PRTCL PRTCL,s2,True
2869,RSLN-n1-s2-seg79,"Женщина: ""Да, да"".",,227.08,228.22,женщина да да молчать,s2,True
2870,RSLN-n1-s2-seg80,"Помолчала, ладно.",,228.23,230.19,PRTCL,s2,True
2871,RSLN-n1-s2-seg81,[Врач] ушел.,,230.35,231.74,уйти,s2,True
2872,RSLN-n1-s2-seg82,Родственники пришли.,,231.74,232.96,родной CLF:множество:прийти:LOC CLF:множество:прийти:LOC женщина,s2,True
2873,RSLN-n1-s2-seg83,"Женщина им говорит: ""Не убивайте [собаку], нет, не надо!",,232.96,235.8,сказать:LOC нет убить нет нет собака,s2,True
2874,RSLN-n1-s2-seg84,"Собака хорошая, помогла мне, я родила легко"".",,235.81,238.915,хороший помочь:1PS родить легкий я,s2,True
2875,RSLN-n1-s2-seg85,"Родственники: ""Ладно"".",,238.915,240.05,родной передать:LOC,s2,True
2876,RSLN-n1-s2-seg86,Передали [женщину родственникам].,,240.05,241.46,передать:LOC,s2,True
2877,RSLN-n1-s2-seg87,Назавтра приходит важный кавказский муж.,,242.15,245.34,завтра Кавказ шапка.высокий идти,s2,True
2878,RSLN-n1-s2-seg88,Я не буду собаку убивать! Пусть живет!,,245.94,249.43,убить убить не.будет собака PRTCL жить,s2,True
2879,RSLN-n1-s2-seg89,"Хорошая, помогла быстро родить.",,250.15,251.87,хороший помочь родить быстрый,s2,True
2880,RSLN-n1-s2-seg90,"Я успокоился, с моей женой все хорошо, ладно, я не буду [собаку] убивать"".",,251.87,255.3,спокойный я супруг хороший PRTCL я убить не.будет,s2,True
2881,RSLN-n1-s2-seg91,"Пошел, сел на лошадь, ускакал.",,256.2,259.37,идти CLF:человек:ехать.верхом уйти,s2,True
2882,RSLN-n1-s2-seg92,"Собака обратно вернулась, легла во дворе, спит.",,260.97,265.32,собака обратно обратно лечь лечь д-в-о-р лечь спать,s2,True
2883,RSLN-n1-s2-seg93,"Собака все знает, чувствует сердцем.",,265.93,268.6,собака знать= знать.все чувствовать.сердцем,s2,True
2884,RSLN-n1-s2-seg94,"Ее хвалят – она чувствует, пришла и легла.",,269.11,271.92,INDX хвалить чувствовать.сердцем чувствовать.сердцем прийти лечь закончить,s2,True
2885,RSLN-n1-s2-seg95,Интересно!,,271.93,272.67,интересный,s2,True
2886,RSLN-n1-s3-seg1,"Ладно, 23 февраля...",,3.03,4.81,PRTCL двадцать три февраль,s3,True
2887,RSLN-n1-s3-seg2,"Смешно, не могу, 23 февраля...",,5.95,8.14,смешной не.мочь двадцать три февраль имя,s3,True
2888,RSLN-n1-s3-seg3,Девочки решили поиграть с мальчиками и побежали по комнатам будить мальчиков.,,8.61,18.18,все фашист= играть улица утро все все девочка бежать мальчик бокс бокс мальчик мальчик бокс найти,s3,True
2889,RSLN-n1-s3-seg4,"[Девочки] зовут мальчиков на улицу играть, говорят, что одеваться нужно тепло, потому что там холодно, минус 35.",,18.49,26.76,играть IMP улица сообщить одежда теплый хороший INDX улица играть что быть:PAST минус три пять холодный мороз,s3,True
2890,RSLN-n1-s3-seg5,"Несмотря на холод, активно играли, придумали разные игры.",,26.92,30.43,мороз холодный все играть самоотверженный играть придумать играть,s3,True
2891,RSLN-n1-s3-seg6,Сделали две команды.,,31.02,33.31,группа группа свой свой играть,s3,True
2892,RSLN-n1-s3-seg7,"Надевали мешки на ноги и прыгали, мальчики падали.",,33.96,38.07,м-е-ш-о-к надеть.мешок прыгать прыгать.мешок INDX мужчина упасть мальчик упасть,s3,True
2893,RSLN-n1-s3-seg8,В голове пусто.,,39.42,40.12,я ум пустой,s3,True
2894,RSLN-n1-s3-seg9,"Команды выигрывали, прыгали, радовались, им дарили призы, пили шампанское, радовались подаркам.",,41.02,51.55,найти мальчик= найти все группа свой ура прыгать найти дарить п-р-и-з дарить мочь радоваться закончить обратно шампанское дарить радоваться закончить обратно,s3,True
2895,RSLN-n1-s3-seg10,"Потом объявили, что будет обед в столовой.",,51.55,55.18,обратно INDX обед что быть:PAST объявить INDX столовая,s3,True
2896,RSLN-n1-s3-seg11,"[Сказали] всем одеться красиво, девушки все были одеты как официантки, как медсестры, в юбках и на каблуках.",,55.86,63.16,одежда красивый что быть:PAST я все девушка официант красивый юбка быть:PAST каблуки я больница похоже больница найти,s3,True
2897,RSLN-n1-s3-seg12,"Мальчики тоже оделись красиво, все в бабочках.",,63.46,67.0,мальчик все бабочка красивый что^быть:PAST все мальчик хороший закончить найти,s3,True
